personen_id;schreibweisen;quelle;anzahl_nennungen;erste_nennung;letzte_nennung;nennungsspanne_jahre;nennung_in_urkunden;nennung_in_buergerbuch;nennung_in_verlassenschaften;soziale_gruppe;beruf;unsicherheit_anmerkung
lorenz_oberstatten;Lorenz Oberstatten;Bürgerbuch;1;1618;1618;0;;BB-2643;;buerger;Schleiffer;
lorenz_oft;Lorenz Oft;Bürgerbuch;1;1615;1615;0;;BB-2606;;buerger;;
lorenz_perkstainer;Lorenz Perkhstainer;Bürgerbuch;1;1539;1539;0;;BB-0053;;buerger;;
lorenz_peter;Lorenz Peter;Bürgerbuch;1;1560;1560;0;;BB-0821;;buerger;;
lorenz_portenhauser;Lorennz Portenhauser|Lorentzen Portenhauser;Bürgerbuch;2;1571;1571;0;;BB-1361|BB-1371;;buerger;Bäcker;
lorenz_reybau;Lorenz Reybau;Urkunden;1;1386;1386;0;StaAKr-0064;;;buerger;;
lorenz_saurer;Laurenz Saurer|Lorenz Saurer;Urkunden;2;1522;1565;43;StaAKr-0635|StAK-Stein-2031;;;buerger;;
lorenz_schnaidter;Lorenz Schnaidter;Bürgerbuch;2;1567;1567;0;;BB-1150|BB-1162;;buerger;Sattler;
lorenz_schneider;Lorenz Schneider;Bürgerbuch;1;1589;1589;0;;BB-2176;;buerger;Binder;
lorenz_schraembl;Lorenz Schrämbl;Bürgerbuch;1;1619;1619;0;;BB-2644;;buerger;Wagner;
lorenz_schuester;Lorenz Schuester;Bürgerbuch;1;1538;1538;0;;BB-0043;;buerger;;
lorenz_schuez;Lorenz Schüz;Bürgerbuch;2;1574;1574;0;;BB-1476|BB-1528;;buerger;Schlosser;
lorenz_till;Lorennz Till|Lorenz Till;Bürgerbuch;2;1576;1576;0;;BB-1584|BB-1607;;buerger;Sporer;
lorenz_von_urfahr;Lorenz von Urfahr;Urkunden;1;1322;1322;0;StAK-UrkKr-0011;;;buerger;;
lorenz_wollschlager;Lorenz Wollschlager;Bürgerbuch;1;1614;1614;0;;BB-2572;;buerger;Tuchmacher;
lucas_gothart;Lucas Gothart;Bürgerbuch;1;1542;1542;0;;BB-0097;;buerger;;
lucas_krauss;Lucas Khrausz;Bürgerbuch;2;1588;1588;0;;BB-2095|BB-2118;;buerger;Leineweber;
lucia_wintberger;Lucia Wintberger;Urkunden;1;1508;1508;0;StaAKr-0578;;;buerger;;
ludtwig_reinthaller;Ludtwig Reinthaller;Bürgerbuch;1;1614;1614;0;;BB-2580;;buerger;Körblmacher;
ludwig_1300;Ludwig;Urkunden;1;1300;1300;0;StaAK-UrkKr-0005;;;buerger;;
ludwig_der_hainberger;Ludwig|Ludwig der Hainberger;Urkunden;1;1432;1432;0;StaAKr-0239;;;buerger;;
ludwig_florian_von_bottoni;Ludwig Florian von Bottoni;Urkunden;1;1761;1761;0;StaAKr-0866;;;buerger;;
ludwig_grawen;Ludwig Grawen;Urkunden;1;1532;1532;0;StaAKr-0720a;;;buerger;;
ludwig_griesslinger;Ludwig Grießlinger;Bürgerbuch;1;1604;1604;0;;BB-2409;;buerger;;
ludwig_hainberger;Ludwig Hainberger;Urkunden;3;1424;1431;7;StaAKr-0231|StAK-UrkKr-0215|StAK-UrkKr-0228;;;buerger;;
ludwig_ix_bayern;Pfalzgraf Ludwig;Urkunden;1;1457;1457;0;StaAKr-0346;;;adel;;
ludwig_perger;Ludwig Pürger;Bürgerbuch;1;1613;1613;0;;BB-2565;;buerger;;
ludwig_reisacher;Ludwig Reisacher;Bürgerbuch;1;1557;1557;0;;BB-0726;;buerger;Drechsler;
lukas_giesser;Lucas Giesser;Bürgerbuch;2;1579;1579;0;;BB-1784|BB-1794;;buerger;Kramer;
lukas_ruess;Lucas Ruesz|Lucasz Ruesz;Bürgerbuch;2;1577;1577;0;;BB-1643|BB-1667;;buerger;Turmer;
m_moses_neumai;M. Moses Neumai;Bürgerbuch;1;1584;1584;0;;BB-1996;;buerger;Tuchmacher;
macheus_perger;Macheus Perger;Bürgerbuch;1;1547;1547;0;;BB-0221;;buerger;Nadler;
maenndlein_weisse;Männdlein Weisse;Urkunden;1;1396;1396;0;StaAKr-0087;;;buerger;;
magdalena_edlinger;Magdalena Edlinger;Urkunden;1;1549;1549;0;StaAKr-0807;;;buerger;;
magdalena_hermann;Magdalena Hermann;Urkunden;1;1539;1539;0;StaAKr-0772;;;buerger;;
magdalena_strassgurtl;Magdalena Straßgurtl;Urkunden;1;1549;1549;0;StaAKr-0814;;;buerger;;
magnus_scheipl;Magnus Scheipl;Bürgerbuch;1;1565;1565;0;;BB-1046;;buerger;Hauer;
maister_anndre;Maister Anndre;Bürgerbuch;1;1560;1560;0;;BB-0839;;buerger;Goldschmied;
maister_jacob_niderholzer;Maister Jacob Niderholzer;Bürgerbuch;1;1561;1561;0;;BB-0884;;buerger;Nadler;
maister_jacob_waldkhircher;Maister Jacob Waldkhircher;Bürgerbuch;1;1552;1552;0;;BB-0449;;buerger;Kupferschmied;
maister_macheus;Maister Macheus;Bürgerbuch;1;1550;1550;0;;BB-0344;;buerger;Schuster;
maister_marxen_koweindl;Maister Marxen Koweindl;Bürgerbuch;1;1575;1575;0;;BB-1543;;buerger;Hutmacher;
maister_niklas;Maister Niklas;Urkunden;1;1457;1457;0;StaAKr-0351;;;buerger;;
maltzchast_1366;Maltzchast;Urkunden;1;1366;1366;0;StaAKr-0042;;;buerger;;
manegold_von_passau;Manegold von Passau;Urkunden;1;1214;1214;0;StaAKr-0001a;;;buerger;;
mang_haas;Mang Haß;Bürgerbuch;1;1574;1574;0;;BB-1521;;buerger;Hauer;
mang_kennter;Mang Kennter;Bürgerbuch;1;1567;1567;0;;BB-1190;;buerger;Hauer;
mang_scheibl;Mang Scheibl;Bürgerbuch;1;1565;1565;0;;BB-1069;;buerger;Hauer;
marchart_treperger;Machart Treperger|Marchart|Marchart Treperger;Urkunden;7;1377;1415;38;StaAKr-0049|StaAKr-0066|StaAKr-0105|StaAKr-0112|StaAKr-0131|StaAKr-0161|StaAKr-0177;;;buerger;;
marchen_vischers;Marchen Vischers;Bürgerbuch;1;1583;1583;0;;BB-1958;;buerger;Binder;
marcissus_reichl;Marcissus Reischl;Bürgerbuch;1;1588;1588;0;;BB-2129;;buerger;Hauer;
mare_stainer;Mare Stainer;Bürgerbuch;1;1555;1555;0;;BB-0627;;buerger;Fuhrmann;
margaete_raidlein;Margaete Raidlein|Margarete Raidlien|Margarethe Raidlein;Urkunden;3;1401;1415;14;StaAKr-0121|StaAKr-0126|StaAKr-0179;;;buerger;;
margarete_1412;Margarete;Urkunden;1;1412;1412;0;StaAKr-0163;;;buerger;;
margarete_chochim;Margarete Chochim;Urkunden;1;1436;1436;0;StaAKr-0265;;;buerger;;
margarete_haidel;Margarete Haidel;Urkunden;1;1401;1401;0;StaAKr-0113;;;buerger;;
margarete_hochstetter;Margarete Hochstetter|Margarethe Hochstetter;Urkunden;2;1511;1522;11;StaAKr-0580|StaAKr-0637;;;buerger;;
margarete_mesrer;Margarete Mesrer;Urkunden;1;1435;1435;0;StaAKr-0261;;;buerger;;
margarete_pehaimb;Margarete Pehaimb;Urkunden;1;1400;1400;0;StaAKr-0109;;;buerger;;
margarete_rayff;Margarete Rayff;Urkunden;1;1419;1419;0;StaAKr-0196;;;buerger;;
margarete_salzer;Margarete Salzer;Urkunden;1;1404;1404;0;StaAKr-0130;;;buerger;;
margarete_sch;Margarete|Margarete Sch;Urkunden;1;1406;1406;0;StaAKr-0136;;;buerger;;
margarete_von_dachsperg;Margarete von Dachsperg;Urkunden;1;1419;1419;0;StaAKr-0198;;;adel;;
margarete_von_schefftenberg;Margarete von Schefftenberg;Urkunden;1;1439;1439;0;StaAKr-0272;;;buerger;;
margarete_von_sebarn;Margarete von Sebarn;Urkunden;1;1401;1401;0;StaAKr-0115;;;buerger;;
margarete_von_wallsee;Margareta von Wallsee|Margarete von Wallsee;Urkunden;10;1415;1441;26;StaKr-0225|StaAKr-0176|StaAKr-0183|StaAKr-0185|StaAKr-0191|StaAKr-0192|StaAKr-0258|StaAKr-0271|StaAKr-0272|StaAKr-0273;;;adel;;
margarete_weilend;Margarete Weilend;Urkunden;1;1422;1422;0;StaAKr-0205;;;buerger;;
margaretha_maler;Margaretha Maler;Urkunden;1;1393;1393;0;StaAKr-0077;;;buerger;;
margaretha_muelfelder;Margaretha|Margaretha Mülfelder;Urkunden;1;1471;1471;0;StaAKr-0425;;;buerger;;
margaretha_reichersperger;Margaretha Reichersperger;Urkunden;1;1398;1398;0;StaAKr-0091;;;buerger;;
margaretha_von_rohrndorf;Margaretha von Rohrndorf;Urkunden;1;1350;1350;0;StaAKr-0027;;;buerger;;
margarethe_dorn;Margarethe Dorn;Urkunden;1;1401;1401;0;StaAKr-0120;;;buerger;;
margarethe_ebhandl;Margarethe Ebhandl;Urkunden;1;1596;1596;0;StaAKr-0829;;;buerger;;
margarethe_hannsen;Margarethe Hannsen;Urkunden;1;1445;1445;0;StaAKr-0280a;;;buerger;;
margarethe_heutl;Margarethe Heutl;Urkunden;1;1507;1507;0;StaAKr-0572;;;buerger;;
margarethe_hirschin;Margarethe Hirschin;Urkunden;1;1529;1529;0;StaAKr-0704;;;buerger;;
margarethe_pallnperger;Margarethe Pallnperger;Urkunden;1;1552;1552;0;StaAKr-0818;;;buerger;;
margarethe_pfleger;Margarethe Pfleger;Urkunden;1;1526;1526;0;StaAKr-0670c;;;buerger;;
margarethe_prensser;Margarethe Prenßer;Urkunden;2;1507;1507;0;StaAKr-0570a|StaAKr-0572b;;;buerger;;
margarethe_raidu;Margarethe Raidu;Urkunden;1;1526;1526;0;StaAKr-0673b;;;buerger;;
margarethe_tatzt;Margarethe Tatzt;Urkunden;1;1410;1410;0;StaAKr-0158;;;buerger;;
margarethe_traubinger;Margarethe Traubinger;Urkunden;1;1447;1447;0;StAK-UrkKr-0290;;;buerger;;
margarethen_1481;Margarethen;Urkunden;1;1481;1481;0;StaAKr-0451;;;buerger;;
margret_tell;Margret Tell;Urkunden;1;1399;1399;0;StaAKr-0100;;;buerger;;
margrete_rinchhund;Margrete Rinchhund;Urkunden;1;1481;1481;0;StaAKr-0458;;;buerger;;
margreth_retzer;Margreth Retzer;Urkunden;1;1481;1481;0;StaAKr-0451;;;buerger;;
maria_1520;Maria;Urkunden;1;1520;1520;0;StaAKr-0624;;;buerger;;
maria_franziska_hierlmayr;Maria Franziska Hierlmayr;Urkunden;1;1753;1753;0;StAK-Stein-2062;;;buerger;;
maria_schober;Maria Schober;Urkunden;1;1840;1840;0;StAK_18400811_914_reg;;;buerger;;
maria_theresia;Maria Theresia;Urkunden;5;1741;1785;44;StaAKr-0892|StaAKr-0896|StaAKr-0897|StaAKr-866a|StAK_14711029_910_reg;;;dynastie;;
maria_theresia_abl;Maria Theresia Abl;Urkunden;1;1711;1711;0;StAK-Stein-2055;;;buerger;;
maria_theresia_preysinger;Maria Theresia Preysinger;Urkunden;1;1753;1753;0;StAK-Stein-2062;;;buerger;;
marianne_von_wirhsing;Marianne von Wirhsing;Urkunden;1;1660;1660;0;StaAKr-0847;;;buerger;;
markhard_huelben;Markhard Hülben;Urkunden;1;1322;1322;0;StAK-UrkKr-0011;;;buerger;;
markhard_rent;Markhard Rent;Urkunden;1;1300;1300;0;StaAK-UrkKr-0005;;;buerger;;
markus;Marx;Bürgerbuch;1;1584;1584;0;;BB-2027;;buerger;Steinbrecher;
markus_bupf;Marx Bupf;Bürgerbuch;1;1592;1592;0;;BB-2224;;buerger;;
markus_denschlach;Marx Denschlach;Bürgerbuch;1;1573;1573;0;;BB-1449;;buerger;Büchsenschäfter;
markus_erlmuelner;Marx Erlmülner;Bürgerbuch;1;1568;1568;0;;BB-1278;;buerger;;
markus_guxf;Markus Guxf;Bürgerbuch;1;1615;1615;0;;BB-2596;;buerger;Beutler;
markus_iminger;Marx Iminger;Bürgerbuch;1;1571;1571;0;;BB-1389;;buerger;Tuchscherer;
markus_jaegersperger;Marx Jägersperger;Bürgerbuch;1;1581;1581;0;;BB-1894;;buerger;;
markus_kobaindl;Marx Kobaindl;Bürgerbuch;1;1568;1568;0;;BB-1217;;buerger;Hutmacher;
markus_leittner;Marx Leüttner;Bürgerbuch;1;1611;1611;0;;BB-2496;;buerger;;
markus_lonoim;Marx Lonoim;Bürgerbuch;1;1568;1568;0;;BB-1283;;buerger;Hutmacher;
markus_perckman;Marx Perckhman;Bürgerbuch;1;1578;1578;0;;BB-1729;;buerger;;
markus_popper;Marx Popper;Bürgerbuch;1;1568;1568;0;;BB-1256;;buerger;;
markus_schmidt;Marx Schmidt;Bürgerbuch;1;1596;1596;0;;BB-2276;;buerger;;
markus_schreyner;Marx Schreyner;Bürgerbuch;2;1578;1578;0;;BB-1730|BB-1745;;buerger;Drechsler;
markus_weinreich;Marx Weinreich;Bürgerbuch;1;1611;1611;0;;BB-2521;;buerger;;
markus_zessenmacher;Marx Zessenmacher;Bürgerbuch;1;1573;1573;0;;BB-1475;;buerger;Binder;
marta_schyller;Marta Schyller;Urkunden;1;1344;1344;0;StaAKr-0019;;;buerger;;
martein_eytzinger;Martein Eytzinger;Urkunden;1;1490;1490;0;StaAKr-0534;;;adel;;
martha_ingolstaedter;Martha Ingolstädter;Urkunden;1;1454;1454;0;StAK-UrkKr-0318;;;buerger;;
martha_karlinger;Martha Karlinger;Urkunden;1;1470;1470;0;StAK- Stein-2016;;;buerger;;
martha_lackenpaur;Martha Lackenpaur;Urkunden;1;1542;1542;0;StaAKr-0792;;;buerger;;
martha_plisbauer;Martha Plisbauer;Urkunden;1;1483;1483;0;StaAKr-0470;;;buerger;;
martha_segmuelner;Martha Segmülner;Urkunden;1;1549;1549;0;StaAKr-0806;;;buerger;;
marthin_heitl;Marthin Heidl;Bürgerbuch;1;1615;1615;0;;BB-2602;;buerger;Goldschmied;
martin_arbaiter;Merth Arbaiter;Bürgerbuch;1;1584;1584;0;;BB-2016;;buerger;Fischer;
martin_behaim;Mert Behamb;Bürgerbuch;1;1587;1587;0;;BB-2065;;buerger;Nadler;
martin_chorner;Martin Chorner;Urkunden;2;1391;1392;1;StaAKr-0071|StaAKr-0075;;;buerger;;
martin_eggenburger;Martin|Martin Eggenburger;Urkunden;6;1401;1423;22;StaKr-0212|StaAKr-0116|StaAKr-0120|StaAKr-0126|StaAKr-0129|StaAKr-0132;;;buerger;;
martin_epeles;Marthin Epeles;Bürgerbuch;1;1622;1622;0;;BB-2705;;buerger;Papierverleger;
martin_feldtmuelner;Martin Feldtmülner|Merth Feldtmüllner;Bürgerbuch;2;1574;1574;0;;BB-1503|BB-1525;;buerger;Klampferer;
martin_fels;Mert Fels;Bürgerbuch;1;1551;1551;0;;BB-0435;;buerger;Hauer;
martin_fischer;Marthin Vischer|Martin Vischer|Merth Vischer|Mertt Vischer;Bürgerbuch;6;1538;1595;57;;BB-0034|BB-1072|BB-1460|BB-1909|BB-1921|BB-2246;;buerger;Maler;
martin_fraunhoffer;Martin Fraunhoffer|Mert Fraunhoffer;Bürgerbuch;2;1589;1589;0;;BB-2141|BB-2149;;buerger;Messerschmied;
martin_freitag;Mert Freitag;Bürgerbuch;1;1540;1540;0;;BB-0068;;buerger;;
martin_friess;Mert Friesz;Bürgerbuch;1;1568;1568;0;;BB-1239;;buerger;Wagner;
martin_friz;Merthen Friz;Bürgerbuch;2;1567;1567;0;;BB-1141|BB-1144;;buerger;Wagner;
martin_frueeisen;Mert Frueeisen;Bürgerbuch;1;1569;1569;0;;BB-1340;;buerger;Wagner;
martin_gatring;Martin Gatring|Martin Gattringer;Urkunden;2;1421;1422;1;StaAKr-0201|StaAKr-0205;;;buerger;;
martin_gegenpaur;Merth Gegenpaur;Bürgerbuch;1;1558;1558;0;;BB-0771;;buerger;Lederer;
martin_geisler;Martin Geisler;Bürgerbuch;1;1547;1547;0;;BB-0220;;buerger;;
martin_getring;Martin Getring;Urkunden;1;1421;1421;0;StaAKr-0200;;;buerger;;
martin_gruebmuellner;Merth Gruebmüllner;Bürgerbuch;1;1600;1600;0;;BB-2335;;buerger;;
martin_hagner;Martin Hagner;Bürgerbuch;1;1613;1613;0;;BB-2548;;buerger;Glaser;
martin_harbacher;Mertt Harbacher;Bürgerbuch;1;1581;1581;0;;BB-1901;;buerger;;
martin_heindlein;Martin Heindlein;Urkunden;1;1452;1452;0;StaAKr-0311;;;buerger;;
martin_heyres;Mert Heyres;Bürgerbuch;2;1551;1551;0;;BB-0423|BB-0425;;buerger;Fuhrmann;
martin_illinger;Merth Illinger;Bürgerbuch;1;1597;1597;0;;BB-2328;;buerger;Beutler;
martin_kagerer;Merth Kagerer|Merth Khagerer;Bürgerbuch;10;1564;1589;25;;BB-1026|BB-1053|BB-1487|BB-1497|BB-1955|BB-2088|BB-2099|BB-2134|BB-2138|BB-2143;;buerger;Schneider;
martin_kagerrer;Martin Kagerrer;Bürgerbuch;1;1576;1576;0;;BB-1596;;buerger;Schneider;
martin_karl;Martin Carl|Merttn Karll;Bürgerbuch;2;1576;1588;12;;BB-1629|BB-2110;;buerger;Tischler;
martin_kernstock;Merth Khernstockh;Bürgerbuch;1;1567;1567;0;;BB-1187;;buerger;;
martin_kneissl;Melcharten Khneiszl|Merth Khneissl;Bürgerbuch;2;1568;1568;0;;BB-1227|BB-1232;;buerger;;
martin_kostler;Martin Khostler;Bürgerbuch;1;1585;1585;0;;BB-2037;;buerger;Koch;
martin_kraucker;Martin Khrackher;Bürgerbuch;1;1615;1615;0;;BB-2595;;buerger;Riemer;
martin_krueg;Mert Krueg;Bürgerbuch;1;1578;1578;0;;BB-1769;;buerger;;
martin_maier;Martin Maizr;Bürgerbuch;1;1550;1550;0;;BB-0363;;buerger;;
martin_mayr_hofmeister_1551;Mert Mair;Bürgerbuch;1;1551;1551;0;;BB-0440;;buerger;Hofmeister;
martin_mayr_maurer_1551;Mert Mair;Bürgerbuch;1;1551;1551;0;;BB-0436;;buerger;Maurer;
martin_merer;Mert Merer;Bürgerbuch;1;1543;1543;0;;BB-0112;;buerger;;
martin_meyner;Merth Meyner;Bürgerbuch;1;1569;1569;0;;BB-1320;;buerger;Leitgeb;
martin_mitter;Mertt Mitter;Bürgerbuch;1;1615;1615;0;;BB-2614;;buerger;Kerzenmacher;
martin_neuber;Merth Neuber;Bürgerbuch;3;1557;1562;5;;BB-0700|BB-0714|BB-0947;;buerger;Bildschnitzer;
martin_neueber;Martin Neüber;Bürgerbuch;1;1577;1577;0;;BB-1644;;buerger;Schneider;
martin_ortner;Mert Ortner;Bürgerbuch;1;1568;1568;0;;BB-1252;;buerger;;
martin_pamhackl;Martin Pamhackl;Urkunden;1;1517;1517;0;StaAKr-0597;;;buerger;;
martin_pandorfer;Martin Pandorfer;Urkunden;1;1545;1545;0;StAK_15451103_900_reg;;;buerger;;
martin_peham;Martin Peham;Bürgerbuch;1;1587;1587;0;;BB-2071;;buerger;Nadler;
martin_perichtold;Martin Perichtold;Urkunden;1;1496;1496;0;StaAKr-0547;;;buerger;;
martin_petschl;Merth Petschl;Bürgerbuch;1;1558;1558;0;;BB-0774;;buerger;Nagelschmied;
martin_pfneissl;Martin Pfneißl;Bürgerbuch;1;1583;1583;0;;BB-1957;;buerger;Weber;
martin_puechenstainer;Merth Purchenstainer|Merthen Puechenstainer;Bürgerbuch;2;1565;1565;0;;BB-1036|BB-1073;;buerger;Wirt;
martin_reichl;Marthin Reichl;Bürgerbuch;1;1565;1565;0;;BB-1033;;buerger;;
martin_scheiblmair;Mertt Scheiblmair;Bürgerbuch;1;1581;1581;0;;BB-1899;;buerger;;
martin_schmidthueber;Merth Schmidthugger;Bürgerbuch;2;1561;1561;0;;BB-0892|BB-0906;;buerger;;
martin_seidnschwanz;Mert Seidnschwanz;Bürgerbuch;1;1583;1583;0;;BB-1957;;buerger;Weber;
martin_soeldrer;Martin Söldrer;Urkunden;1;1518;1518;0;StaAKr-0602;;;buerger;;
martin_steeg;Mertt Steeg;Bürgerbuch;1;1595;1595;0;;BB-2245;;buerger;Weber;
martin_taufkhircher;Mert Taufkhircher;Bürgerbuch;1;1554;1554;0;;BB-0581;;buerger;;
martin_trestorffer;Martin Trestorffer;Urkunden;1;1415;1415;0;StaAKr-0178;;;buerger;;
martin_trol;Mert Trol;Bürgerbuch;1;1571;1571;0;;BB-1385;;buerger;Beutler;
martin_tumlstain;Martin Tumelstainer|Martin Tumelstein|Martin Tumlstain;Urkunden;3;1419;1422;3;StaAKr-0194|StaAKr-0196|StaAKr-0208;;;buerger;;
martin_veldtmuelner;Mertt Veldtmülner;Bürgerbuch;1;1595;1595;0;;BB-2262;;buerger;Klampferer;
martin_von_eytzing;Martein|Martin von Eytzing;Urkunden;1;1490;1490;0;StaAKr-0534;;;adel;;
martin_walch;Mert Walch;Bürgerbuch;2;1553;1553;0;;BB-0494|BB-0516;;buerger;Fleischhacker;
martin_weinhul;Mert Weinhul;Bürgerbuch;1;1576;1576;0;;BB-1640;;buerger;;
martin_ziegler;Martin Ziegler|Mertt Ziegler;Bürgerbuch;2;1587;1587;0;;BB-2064|BB-2068;;buerger;Sattler, Kummetmacher;
martlme_winckler;Martlme Winckler;Bürgerbuch;1;1560;1560;0;;BB-0827;;buerger;Maurer;
mathaeus_zartner;Mathäus Zartner;Urkunden;1;1526;1526;0;StaAKr-0671e;;;buerger;;
mathes_ortner;Mathes Ortner;Urkunden;1;1530;1530;0;StaAKr-0708a;;;buerger;;
mathes_slyck;Mathes Slyck;Urkunden;3;1497;1498;1;StaAKr-0551|StaAKr-0553|StaAKr-0557;;;buerger;;
mathesen_kirchmiar;Mathesen Khirchmiar;Bürgerbuch;1;1608;1608;0;;BB-2461;;buerger;;
mathess_schachner;Matheß Schachner;Bürgerbuch;1;1579;1579;0;;BB-1815;;buerger;Bader;
mathess_taenckler;Matheß Tannckhler|Matheß Tännckhler;Bürgerbuch;2;1578;1578;0;;BB-1722|BB-1739;;buerger;;
matheus_eschey;Matheus Eschey;Urkunden;3;1537;1540;3;StaAKr-0786|StaAKr-0790|StaAKr-0774a;;;buerger;;
matheus_hoerpfer;Matheus Hörpfer;Urkunden;1;1526;1526;0;StaAKr-0671g;;;buerger;;
matheus_kremser;Matheus Kremser;Bürgerbuch;1;1575;1575;0;;BB-1552;;buerger;;
matheuss_feringer;Matheuß Feringer;Bürgerbuch;1;1592;1592;0;;BB-2232;;buerger;;
matheuss_hinderlanger;Matheuß Hinderlanger;Bürgerbuch;1;1592;1592;0;;BB-2235;;buerger;;
matheuss_kramer;Matheuß Kramer;Bürgerbuch;1;1561;1561;0;;BB-0899;;buerger;Tischler;
matheusz_denbach;Matheusz Denbach;Bürgerbuch;1;1575;1575;0;;BB-1579;;buerger;;
matheusz_stainer;Matheusz Stainer;Bürgerbuch;1;1573;1573;0;;BB-1442;;buerger;Drechsler;
mathias_1457;Mathias;Urkunden;1;1457;1457;0;StaAKr-0345;;;buerger;;
mathias_1486;Mathias;Urkunden;1;1486;1486;0;StaAKr-0500;;;buerger;;
mathias_eisendorfer;Mathias Eisendorfer;Urkunden;1;1520;1520;0;StaAKr-0620;;;buerger;;
mathias_hoelzl;Mathias Hölzl;Urkunden;3;1712;1714;2;StaAKr-0860|StaAKr-0861|StaAKr-0863;;;buerger;;
mathias_mitter;Mathioß Mütter;Bürgerbuch;1;1623;1623;0;;BB-2745;;buerger;;
mathias_stollmayr;Mathiaß Stollmayr;Bürgerbuch;1;1623;1623;0;;BB-2744;;buerger;;
mathias_vorster;Mathias Vorster;Urkunden;1;1499;1499;0;StaAKr-0559;;;buerger;;
mathias_wisinger;Mathias Wisinger;Urkunden;1;1549;1549;0;StaAKr-0811;;;buerger;;
mathiasen_spaendl;Mathiasen Spändl;Bürgerbuch;1;1574;1574;0;;BB-1492;;buerger;Buchführer;
mathiasz_prasch;Mathiasz Prasch;Bürgerbuch;1;1611;1611;0;;BB-2494;;buerger;Fuhrmann;
mathin_laenckl;Mathin Länckl;Bürgerbuch;1;1613;1613;0;;BB-2547;;buerger;;
matl_trager;Matl Trager;Urkunden;1;1425;1425;0;StaAKr-0218;;;buerger;;
matthaeus_allantsperger;Matheus Allantsperger;Bürgerbuch;1;1550;1550;0;;BB-0360;;buerger;Fasszieher;
matthaeus_arbinger;Matheus Arbinger;Bürgerbuch;1;1553;1553;0;;BB-0527;;buerger;Wagner;
matthaeus_braeuenpoeck;Mathes Bräuenpeckh;Bürgerbuch;1;1601;1601;0;;BB-2366;;buerger;Hauer;
matthaeus_cramer;Matheus Cramer|Matheus Khramer;Bürgerbuch;2;1560;1560;0;;BB-0829|BB-0867;;buerger;Tischler;
matthaeus_dueerstperger;Matheus Düerstperger|Matheus Tierstperger;Bürgerbuch;2;1557;1557;0;;BB-0701|BB-0715;;buerger;;
matthaeus_eisler;Mathes Eisler;Bürgerbuch;1;1584;1584;0;;BB-2001;;buerger;;
matthaeus_eissler;Matheus Eissler;Bürgerbuch;1;1586;1586;0;;BB-2050;;buerger;;
matthaeus_feller;Matheus Feller;Bürgerbuch;1;1549;1549;0;;BB-0330;;buerger;;
matthaeus_fenigast;Matheus Fenigast|Mathias Fenigast;Bürgerbuch;2;1549;1549;0;;BB-0275|BB-0315;;buerger;;
matthaeus_frey;Matheus Frey;Bürgerbuch;1;1549;1549;0;;BB-0292;;buerger;;
matthaeus_hadlinger;Mathes Hadlinger;Bürgerbuch;1;1601;1601;0;;BB-2373;;buerger;Schiffmann;
matthaeus_haeckel;Matheus Häckel;Bürgerbuch;1;1582;1582;0;;BB-1939;;buerger;Büchsenmacher;
matthaeus_haerpfer;Matthäus Härpfer;Urkunden;1;1531;1531;0;StaAKr-0713;;;buerger;;
matthaeus_heinz;Mathes Heinz;Bürgerbuch;1;1583;1583;0;;BB-1961;;buerger;Apotheker;
matthaeus_herman;Matheusz Herman;Bürgerbuch;1;1571;1571;0;;BB-1393;;buerger;Uhrmacher;
matthaeus_heytheur;Matheus Heytheur;Bürgerbuch;1;1583;1583;0;;BB-1974;;buerger;Schneider;
matthaeus_hoelzl;Matheus Hölzl;Bürgerbuch;1;1586;1586;0;;BB-2062;;buerger;Maler;
matthaeus_kagerer;Matheuß Khagerer;Bürgerbuch;1;1571;1571;0;;BB-1356;;buerger;;
matthaeus_krembser;Matheusz Krembser;Bürgerbuch;1;1573;1573;0;;BB-1409;;buerger;;
matthaeus_kuenig;Mathes Khünig;Bürgerbuch;1;1604;1604;0;;BB-2404;;buerger;Fleischhacker;
matthaeus_kuerz;Matheus Khuerz;Bürgerbuch;1;1557;1557;0;;BB-0718;;buerger;Radschmied;
matthaeus_kurz;Matthäus Kurz;Bürgerbuch;1;1559;1559;0;;BB-0796;;buerger;Kammmacher;
matthaeus_labismullner;Matheus Labismullner;Bürgerbuch;1;1546;1546;0;;BB-0202;;buerger;Fleischhacker;
matthaeus_lindtner;Matheus Lindtner;Bürgerbuch;4;1575;1588;13;;BB-1545|BB-1558|BB-1910|BB-2101;;buerger;;
matthaeus_modl;Matthäus Modl;Bürgerbuch;1;1613;1613;0;;BB-2558;;buerger;;
matthaeus_nadler;Matthäus Nadler;Bürgerbuch;1;1556;1556;0;;BB-0659;;buerger;Handschuhmacher;
matthaeus_ninderthaimb;Matheus Ninderthaimb;Bürgerbuch;1;1585;1585;0;;BB-2039;;buerger;;
matthaeus_pedarius;Magister (+Matheus) Pedarius|Magister Matheus Redarius;Bürgerbuch;2;1553;1553;0;;BB-0508|BB-0540;;buerger;;
matthaeus_peringer;Matthäus Peringer;Bürgerbuch;1;1551;1551;0;;BB-0384;;buerger;Kammmacher;
matthaeus_pizer;Matthäus Pizer;Bürgerbuch;1;1577;1577;0;;BB-1709;;buerger;Klampferer;
matthaeus_pockbader;Matheusen Pockhbader;Bürgerbuch;1;1555;1555;0;;BB-0596;;buerger;Schneider;
