signatur;datum;datum_normiert;datum_unsicher;jahr;orte;orte_unsicher;regest;personen;personen_id;personen_unsicher;kategorien;unsicherheit_anmerkung;foto_ordner
StaAKr-0770;1539 I 24;1539_01_24;nein;1539;Wien;nein;1539 I 24 Ferdinand fordert Deputierte nach Wien wegen der Türkengefahr.;Ferdinand I.;ferdinand_i;nein;Politik|Verwaltung;;StaAKr-0770
StaAKr-0771;1539 II 6;1539_02_06;nein;1539;Krems;nein;1539 II 6 Erbschaftssache: Michel und Leopold Behaim, Thomas Behaim, Schmid, alle Bürger zu Krems.;Michel Behaim|Leopold Behaim|Thomas Behaim;michel_behaim|leopold_behaim|thomas_behaim;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;;StaAKr-0771
StaAKr-0772;1539 II 14;1539_02_14;nein;1539;Sankt Pölten;nein;"1539 II 14 Erbschaftssache: Hanns Hermann, Schneider und Bürger zu Krems und Magdalena, seine Hausfrau; Jakob Kaiser, Seiler und Bürger von St. Pölten; Hannsen Teisendorfer; Bürger zu Krems.";Hanns Hermann|Magdalena Hermann|Jakob Kaiser|Hannsen Teisendorfer;hanns_hermann|magdalena_hermann|jakob_kaiser|hannsen_teisendorfer;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;;StaAKr-0772
StaAKr-0773;1539 VI 21;1539_06_21;nein;1539;Krems;nein;1539 VI 21 Eine dem Spital - Beneficium gehörige Brandstätte wird verkauft. Andreas Römer, Hofkaplan und Pfarrherr von Krems.;Andreas Römer;andreas_roemer;nein;Religion|Soziales Leben|Stadt und Raum|Vermögen und Finanzen;;StaAKr-0773
StaAKr-0774;1539 VII 2;1539_07_02;nein;1539;Rossatz;nein;1539 VII 2 Erbschaftssache: Michel Ackerl zu Rossatz als Gewaltträger statt Katharina, seiner Hausfrau. Hanns Ratenberger, Bürger zu Krems, Jacob Vischer, Bürger daselbst.;Michel Ackerl|Katharina Ackerl|Hanns Ratenberger|Jacob Vischer;michel_ackerl|katharina_ackerl|hanns_ratenberger|jacob_vischer;nein;Rechtswesen|Vermögen und Finanzen;;StaAKr-0774
StaAKr-0775;1539 VII 11;1539_07_11;nein;1539;Wien;nein;1539 VII 11 Ferdinand verweist den Streit wegen der Mautfreiheit auf dem Rechtsweg.;Ferdinand I.;ferdinand_i;nein;Rechtswesen|Wirtschaft;;StaAKr-0775
StaAKr-0776;1539 VIII 16;1539_08_16;nein;1539;Krems;nein;1539 VIII 16, Krems Kaufbrief über die Hellpadstube im Preis von 230 Pfund Pfen. Hans Schrank, Pader und Bürger zu Krems und Affra, seine Hausfrau. Joachim Zwettler und Ursula, seine Hausfrau. Hannsen Ernst, Richter beider Städte. Thomann Nesspock, Stadtschreiber.;Hans Schrank|Afra Schrank|Joachim Zwettler|Ursula Zwettler|Hannsen Ernst|Thomann Nesspock;hans_schrank|afra_schrank|joachim_zwettler|ursula_zwettler|hans_ernst|thomann_nesspock;nein;Vermögen und Finanzen|Wirtschaft;;StaAKr-0776
StaAKr-0777;1539 VIII 23;1539_08_23;nein;1539;Krems;nein;1539 VIII 23 Bitte um Erfolglassung der Bognerischen Verlassenschaft.;;;nein;Rechtswesen|Vermögen und Finanzen;;StaAKr-0777
StaAKr-0778;1539 IX 11;1539_09_11;nein;1539;;nein;noch kein Regest vorhanden;;;ja;;;StaAKr-0778
StaAKr-0779;1539 IX 21;1539_09_21;nein;1539;Grafenegg;nein;1539 IX 21 Die Herrschaft Grafenegg beschwert sich, daß die Weinhauer nicht wie sonst, drei Wochen vor Michael Weinbeeren gebracht haben.;;;nein;Rechtswesen|Wirtschaft;;StaAKr-0779
StaAKr-0780;1539 XI 29;1539_11_29;nein;1539;Wien;nein;1539 XI 29 Bewilligung einer neuen Ratswahl.;;;nein;Politik;;StaAKr-0780
StaAKr-0781;1539 XII 2;1539_12_02;nein;1539;Wien;nein;1539 XII 2 Wiederholter Befehl, die Wiedertäufer anzuhalten und zu bestrafen.;;;nein;Rechtswesen|Religion;;StaAKr-0781
StaAKr-0782;1539 XII 23;1539_12_23;nein;1539;Wien;nein;1539 XII 23 Bestätigung der neuen Ratswahl.;;;nein;Politik;;StaAKr-0782
StaAKr-0783;1540;1540_00_00;ja;1540;Krems;nein;1540 Bitte des Bürgers Paul Freyhamer um Enthebung vom Ratsamte.;Paul Frayhaimer;paul_frayhaimer;ja;Politik|Verwaltung;"Personenidentifikation unsicher: vermutlich Paul Frayhaimer (Regest nennt ""Paul"") | Datierung unsicher: Nur Jahresangabe im Quellentext überliefert, kein exaktes Tages-/Monatsdatum.";StaAKr-0783
StaAKr-0784;1540 I 2;1540_01_02;nein;1540;Wien;nein;1540 I 2 Die Regierung fordert Bericht, aus welchen Gründen jährlich eine neue Ratswahl vorgenommen wird.;;;nein;Politik|Verwaltung;;StaAKr-0784
StaAKr-0785;1540 I 12;1540_01_12;nein;1540;Langenlois;nein;1540 I 12 Auftrag den neu gewählten Rat von Langenlois in Eid und Pflicht zu nehmen.;;;nein;Politik|Verwaltung;;StaAKr-0785
StaAKr-0786;1540 V 7;1540_05_07;nein;1540;Krems;nein;1540 V 7 Urteil in der Streitsache zwischen Matheus Eschey und der Stadt Stein. Thomas Nesslbeck, Stadtschreiber.;Matheus Eschey|Thomas Nesslbeck;matheus_eschey|thomas_nesslbeck;nein;Rechtswesen;;StaAKr-0786
StaAKr-0787;1540 V 24;1540_05_24;nein;1540;Krems;nein;1540 V 24 Abschied zwischen beiden Städten und dem Schlüsselamt hinsichtlich der Mautfreiheit.;;;nein;Politik|Rechtswesen|Verwaltung|Wirtschaft;;StaAKr-0787
StaAKr-0788;1540 XII 3;1540_12_03;nein;1540;Wien;nein;1540 XII 3 Bewilligung einer neuen Ratswahl.;;;nein;Politik;;StaAKr-0788
StaAKr-0789;1540 XII 15;1540_12_15;nein;1540;Wien;nein;1540 XII 15 Landesfürstlicher Befehl wegen der Türkengefahr 300 Mann nach Wien zu schicken.;;;nein;Politik|Verwaltung;;StaAKr-0789
StaAKr-0790;1540 XII 15;1540_12_15;nein;1540;Wien;nein;"1540 XII 15 Ferdinand teilt die Erledigung der ""dingnuß"" im Prozeß zwischen Matheus Eschey und der Stadt Stein durch die n.ö. Regierung mit.";Ferdinand I.|Matheus Eschey;ferdinand_i|matheus_eschey;nein;Rechtswesen|Verwaltung;;StaAKr-0790
StaAKr-0791;1542 VI 23;1542_06_23;nein;1542;Wien|Geras;nein;1542 VI 23, Wien König Ferdinand I. gibt dem Abt Erhart sowie dem Kloster Geras das Recht, die Geburts- und Lehrbriefe der Handwerker in Geras zu besiegeln.;Ferdinand I.|Erhart;ferdinand_i|erhart_1542;nein;Rechtswesen|Wirtschaft;;StaAKr-0791
StaAKr-0792;1542 XI 15;1542_11_15;nein;1542;Markt Ascha;nein;1542 XI 15 Erbschaftssache: Stephan Lackenpauer von Markt Ascha, Sigmund Lackenpaur, Bürger zu Krems und Martha, seine Hausfrau, Thomas Nesslbrecht, derzeit Schreiber der Stadt.;Stephan Lackenpauer|Sigmund Lackenpaur|Martha Lackenpaur|Thomas Nesslbrecht;stephan_lackenpauer|sigmund_lackenpaur|martha_lackenpaur|thomas_nesslbeck;nein;Rechtswesen|Vermögen und Finanzen;;StaAKr-0792
StAK_15451103_900_reg;1545 XI 3;1545_11_03;nein;1545;Krems|Linz|Droß|Limberg, Maissau;nein;1545 XI 3, Krems Martin Pandorfer, Bürger zu Linz bekennt, daß er dem Heidelberger von Droß 1 Joch Weingarten am Limberg und andere Weingärten verkauft.;Martin Pandorfer|Heidelberger von Droß;martin_pandorfer|heidelberger_von_dross;nein;Vermögen und Finanzen|Wirtschaft;;StAK_15451103_900_reg
StaAKr-0793;1546 II 4;1546_02_04;nein;1546;Wien;nein;1546 II 4 König Ferdinand I. gewährt der Stadt Krems bis auf Widerruf Zollfreiheit.;Ferdinand I.;ferdinand_i;nein;Vermögen und Finanzen|Wirtschaft;;StaAKr-0793
StaAKr-0794;1546 II 6;1546_02_06;nein;1546;Wien;nein;1546 II 6 Revers beider Städte über das Privilegium der Zollbefreiung.;;;nein;Politik|Vermögen und Finanzen|Wirtschaft;;StaAKr-0794
StaAKr-0795;1546 XII 10;1546_12_10;nein;1546;Klosterneuburg;nein;1546 XII 10 Kaufbrief, ein Haus in der oberen Landstraße betreffend. Gallon Lanndsler, Richter beider Städte. Wolfgangen, Probst zu Klosterneuburg. Georg Klaussinger, Bürger zu Krems. Leopold Krisser, Bürger allhier.;Gallon Lanndsler|Wolfgangen|Georg Klaussinger|Leopold Krisser;gallon_lanndsler|wolfgangen_1546|georg_klaussinger|leopold_krisser;nein;Stadt und Raum|Vermögen und Finanzen;;StaAKr-0795
StaAKr-0796;1547 III 29;1547_03_29;nein;1547;Spitz an der Donau;nein;1547 III 29 Erbschaftssache: Augustin Maurer, Bürger zu Spitz, Pangrazen Raiger, Schlüsselamtmann zu Krems, Anna, Jacoben Vischers Witwe.;Augustin Maurer|Pangrazen Raiger|Anna Vischer|Jacoben Vischer;augustin_maurer|pangratzius_raiger|anna_vischer|jacob_vischer;nein;Rechtswesen|Vermögen und Finanzen;;StaAKr-0796
StaAKr-0798;1547 IX 24;1547_09_24;nein;1547;Krems;nein;1547 IX 24 Erbschaftssache: Philipp Schwartzer, Bürger zu Stein und Barbara, seine Hausfrau. Niklas Schlesinger und seine Hausfrau. Sigesmund Zeller. Benedict, Halbmer des Rates und Paulus Hemberger, Goldschmied, beide Bürger zu Stein.;Philipp Schwartzer|Barbara Schwartzer|Niklas Schlesinger|Sigesmund Zeller|Benedict|Paulus Hemberger;philipp_schwartzer|barbara_schwartzer|niklas_schlesinger|sigesmund_zeller|benedict_1547|paulus_hemberger;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;;StaAKr-0798
StaAKr-0797;1547 X 22;1547_10_22;nein;1547;Schönberg am Kamp;nein;1547 X 22 Erbschaftssache: Bernhart Schneider, Bürger zu Schönberg, Andreas Paur zu Öd. Caspar Wagner, Jakoben von Puchberg, Thoman Weinperger, Bürger zu Krems, Hannsen Sumperler, Bürger zu Krems.;Bernhart Schneider|Andreas Paur|Caspar Wagner|Jakoben von Puchberg|Thoman Weinperger|Hannsen Sumperler;bernhart_schneider|andreas_paur|caspar_wagner|jakoben_von_puchberg|thoman_weinperger|hannsen_sumperler;nein;Rechtswesen|Vermögen und Finanzen;;StaAKr-0797
StaAKr-0801;1548 II 15;1548_02_15;nein;1548;Krems;nein;1548 II 15 Erbschaftssache: Hanns Freisinger, Christophen Hirsinger und Quirin Ninasch, beide Bürger zu Stein, Pangrazius Raigen, Schlüsselamtmann zu Krems.;Hanns Freisinger|Christophen Hirsinger|Quirin Ninasch|Pangratzius Raiger;hanns_freisinger|christophen_hirsinger|quirin_ninasch|pangratzius_raiger;ja;Rechtswesen|Vermögen und Finanzen;"Personenidentifikation unsicher: vermutlich Pangratzius Raiger (Regest nennt ""Pangrazius"")";StaAKr-0801
StaAKr-0799;1548 III 27;1548_03_27;nein;1548;;nein;1548 III 27 Erbschaftssache: Wolffgang Wernner, Hurter und Bürger zu Nidern Vierbach, Hannsen Drescher, Hannsen Pruckmaier, Kupferschmid, Stephan Pranntner, alle Bürger zu Krems.;Wolffgang Wernner|Hannsen Drescher|Hannsen Pruckmaier|Stephan Pranntner;wolffgang_wernner|hannsen_drescher|hannsen_pruckmaier|stephan_pranntner;nein;Rechtswesen|Vermögen und Finanzen;;StaAKr-0799
StaAKr-0800;1548 V 1;1548_05_01;nein;1548;Saladorf;ja;1548 V 1 Erbschaftssache:Georg Kauffinger zu Salladorf. Hedwig, Paulus Kärlens Wittib. Stephan Gärber, Bürger zu Krems.;Georg Kauffinger|Hedwig Kärlen|Paulus Kärlen|Stephan Gärber;georg_kauffinger|hedwig_kaerlen|paulus_kaerlen|stephan_gaerber;nein;Rechtswesen|Vermögen und Finanzen;"Ortsidentifikation unsicher: vermutlich Saladorf (Regest nennt ""Salladorf"")";StaAKr-0800
StaAKr-0802;1549 II 27;1549_02_27;nein;1549;Wien;nein;1549 II 27 Erbschaftssache: Leopold Hüttendorfer, Bürger des äußeren Rates der Stadt Wien, Hannsen Knolln des inneren Rates Bürger. Wolfgang Wiesinger, Bürger zu Krems, Christoph Kurk, Bürger zu Krems. Kunigund Wisingerin, Hausfrau, Bürgerin zu Krems.;Leopold Hüttendorfer|Hannsen Knolln|Wolfgang Wiesinger|Christoph Kurk|Kunigund Wisinger;leopold_huettendorfer|hannsen_knolln|wolfgang_wisinger|christoph_kurk|kunigund_wisinger;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;;StaAKr-0802
StaAKr-0803;1549 III 1;1549_03_01;nein;1549;Dorfen;ja;1549 III 1 Erbschaftssache: Leonhard Schirmair von Dorffen, Hanns Pinnter von Dorffen, Pangratzius Raiger, Rat und Schlüsselamtmann zu Krems.;Leonhard Schirmair|Hanns Pinnter|Pangratzius Raiger;leonhard_schirmair|hanns_pinnter|pangratzius_raiger;nein;Rechtswesen|Vermögen und Finanzen;"Ortsidentifikation unsicher: vermutlich Dorfen (Regest nennt ""Dorffen"")";StaAKr-0803
StaAKr-0806;1549 III 8;1549_03_08;nein;1549;Krems;nein;1549 III 8 Erbschaftssache: Caspar Segmülner, gewesener Bürger zu Stein und Martha, seine Hausfrau. Gabriel Lamprechtshauser, Brückenmautner zu Stein.;Caspar Segmülner|Martha Segmülner|Gabriel Lamprechtshauser;caspar_segmuelner|martha_segmuelner|gabriel_lamprechtshauser;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;;StaAKr-0806
StaAKr-0804;1549 III 22;1549_03_22;nein;1549;Kottes;nein;1549 III 22, Krems Erbschaftssache: Pangratz Wenger, Pfarrer zu Kottes. Caspar Haberrain, Bürger zu Krems, Hannsen Maier.;Pangratz Wenger|Caspar Haberrain|Hannsen Maier;pangratz_wenger|caspar_haberrain|hannsen_maier;nein;Rechtswesen|Vermögen und Finanzen;;StaAKr-0804
StaAKr-0805;1549 III 22;1549_03_22;nein;1549;Waidhofen an der Ybbs;nein;1549 III 22, Krems Erbschaftssache: Benedict Hallmer, Bürger zu Stein. Georg Halmmer, Bürger zu Waidhofen a. d. Ybbs. Gabriel Lamprechtshauser, Brückenmautner zu Stein.;Benedict Hallmer|Georg Halmmer|Gabriel Lamprechtshauser;benedict_hallmer|georg_halmmer|gabriel_lamprechtshauser;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;;StaAKr-0805
StaAKr-0807;1549 IV 17;1549_04_17;nein;1549;Krems;nein;1549 IV 17 Erbschaftssache: Ulrich Edlinger, Bürger zu Krems und Magdalena, seine Hausfrau. Philip Kutler, Bürger zu Krems. Stephan Huber, Bürger zu Krems. Raiger, Schlüsselamtmann zu Krems.;Ulrich Edlinger|Magdalena Edlinger|Philip Kutler|Stephan Huber|Pangratzius Raiger;ulrich_edlinger|magdalena_edlinger|philip_kutler|stephan_huber|pangratzius_raiger;ja;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;"Personenidentifikation unsicher: vermutlich Pangratzius Raiger (Regest nennt ""Raiger"")";StaAKr-0807
StaAKr-0808;1549 IV 26;1549_04_26;nein;1549;Krems;nein;1549 IV 26 Erbschaftssache: Georg Mayr, Zinngießer und Bürger zu Krems. Veit Rutscher, Zinngießer und Bürger zu Krems.Peter Mair, Bürger zu Krems. Hannsen Bündtner, Bürger zu Krems. Sigmund Blimscher, Bürger zu Krems.;Georg Mayr|Veit Rutscher|Peter Mair|Hannsen Bündtner|Sigmund Blimscher;georg_mayr|veit_rutscher|peter_mair|hannsen_buendtner|sigmund_blimscher;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen|Wirtschaft;;StaAKr-0808
StaAKr-0809;1549 V 11;1549_05_11;nein;1549;Droß;nein;1549 V 11 Erbschaftssache: Valtin Vindinger zu Droß. Leopold Mulpacher, Schneider.;Valtin Vindinger|Leopold Mulpacher;valtin_vindinger|leopold_mulpacher;nein;Rechtswesen|Vermögen und Finanzen;;StaAKr-0809
StaAKr-0810;1549 VI 14;1549_06_14;nein;1549;Preinreichs|Zwettl|Neupölla;nein;1549 VI 14 Erbschaftssache: Hanns Vasthanng, Leonhart Vasthanng zu Preinreichs, Christoph und Hanns Krottendorfer, beide Bürger zu Zwettl, Sebastian Winkler, Bürger zu Neupölla, Pongracius Raiger, Schlüsselamtmann zu Krems.;Hanns Vasthanng|Leonhart Vasthanng|Christoph Krottendorfer|Hanns Krottendorfer|Sebastian Winkler|Pangratzius Raiger;hanns_vasthanng|leonhart_vasthanng|christoph_krottendorfer|hanns_krottendorfer|sebastian_winkler|pangratzius_raiger;ja;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;"Personenidentifikation unsicher: vermutlich Pangratzius Raiger (Regest nennt ""Raiger"")";StaAKr-0810
StaAKr-0811;1549 VI 18;1549_06_18;nein;1549;Krems;nein;1549 VI 18 Erbschaftssache: Mathias Wisinger, Wolfgang Wisinger, gewesener Bürger von Krems. Sebastian Raisascher des Rates. Hansen Raten, Christophen Ruedlperger, Leopold Zaller, Sigmund Heinrich, alle Bürger von Krems und Stein. Pongratzius Raiger, Schlüsselamtmann.;Mathias Wisinger|Wolfgang Wisinger|Sebastian Raisascher|Hansen Raten|Christophen Ruedlperger|Leopold Zaller|Sigmund Heinrich|Pangratzius Raiger;mathias_wisinger|wolfgang_wisinger|sebastian_raisascher|hansen_raten|christophen_ruedlperger|leopold_zaller|sigmund_heinrich|pangratzius_raiger;ja;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;"Personenidentifikation unsicher: vermutlich Pangratzius Raiger (Regest nennt ""Raiger"")";StaAKr-0811
StaAKr-0813;1549 VII 8;1549_07_08;nein;1549;Herzogenburg;nein;1549 VII 8 Erbschaftssache: Hanns Altenburger, Bürger zu Herzogenburg, Wolfgang Altenburger, Bürger zu Krems und Barbara, seine Hausfrau, Pongratzius Raiger, Schlüsselamtmann zu Krems.;Hanns Altenburger|Wolfgang Altenburger|Barbara Altenburger|Pangratzius Raiger;hanns_altenburger|wolfgang_altenburger|barbara_altenburger|pangratzius_raiger;ja;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;"Personenidentifikation unsicher: vermutlich Pangratzius Raiger (Regest nennt ""Raiger"")";StaAKr-0813
StaAKr-0814;1549 VII 17;1549_07_17;nein;1549;Krems;nein;1549 VII 17 Erbschaftssache: Hanns Straßgurtl und Magdalena, seine Hausfrau. Pongratzius Raiger, Schlüsselamtmann zu Krems.;Hanns Straßgurtl|Magdalena Straßgurtl|Pangratzius Raiger;hanns_strassgurtl|magdalena_strassgurtl|pangratzius_raiger;ja;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;"Personenidentifikation unsicher: vermutlich Pangratzius Raiger (Regest nennt ""Raiger"")";StaAKr-0814
StaAKr-0812;1549 VII 28;1549_07_28;nein;1549;Thallern;ja;1549 VII 28, Krems Erbschaftssache:  Wolf Krenn, Bürger zu Krems. Georgen Graßperger, gewesener Bürger zu Krems, Hans Graßperger zu Thalern.;Wolf Krenn|Georgen Graßperger|Hans Graßperger;wolf_krenn|georgen_grassperger|hans_grassperger;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;"Ortsidentifikation unsicher: vermutlich Thallern (Regest nennt ""Thalern"")";StaAKr-0812
StaAKr-0815;1549 X 30;1549_10_30;nein;1549;Krems;nein;1549 X 30 Erbschaftssache: Wolfgang Egger, Bürger zu Krems und Elisabeth seine Hausfrau. Benedict Toman, Sattler und Bürger zu Krems.;Wolfgang Egger|Elisabeth Egger|Benedict Toman;wolfgang_egger|elisabeth_egger|benedict_toman;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;;StaAKr-0815
StaAKr-0816;1549 XI 6;1549_11_06;nein;1549;Zwettl|Vießling;ja;1549 XI 6 Erbschaftssache: Jacob Gral. Helena und Elisabeth Schäcklin. Hannsen Schneeperger zu Visling. Stephan Eberl, Wolfgang Greilen, Vergolder zu Zwettl. Pongratzius Raiger, Schlüsselamtmann zu Krems.;Jacob Gral|Helena Schäcklin|Elisabeth Schäcklin|Hannsen Schneeperger|Stephan Eberl|Wolfgang Greilen|Pangratzius Raiger;jacob_gral|helena_schaecklin|elisabeth_schaecklin|hannsen_schneeperger|stephan_eberl|wolfgang_greilen|pangratzius_raiger;ja;Rechtswesen|Vermögen und Finanzen;"Ortsidentifikation unsicher: vermutlich Vießling (Regest nennt ""Visling"") | Personenidentifikation unsicher: vermutlich Pangratzius Raiger (Regest nennt ""Raiger"")";StaAKr-0816
StaAKr-0817;1549 XII 29;1549_12_29;nein;1549;Krems;nein;1549 XII 29 Erbschaftssache: Georg Stöckl, Bürger zu Krems und Katharina, seine Hausfrau. Ulrich Grusler, Bürger zu Krems. Jörgen Schirmer.;Georg Stöckl|Katharina Stöckl|Ulrich Grusler|Jörgen Schirmer;georg_stoeckl|katharina_stoeckl|ulrich_grusler|joergen_schirmer;nein;Rechtswesen|Vermögen und Finanzen;;StaAKr-0817
StaAKr-0818;1552 I 13;1552_01_13;nein;1552;Langenlois|Zöbing;nein;1552 I 13 Leibgedingebrief. 1 Joch Weingarten zu See auf der Wart betreffend. Ruprecht Schadauer, Bürger zu Langenlois und Katharina, seine Hausfrau. Georgius Mair, Beneficiat zu Krems. Kaspar Kornpaur, Ratsbürger zu Krems. Wolfgang Pallnperger zu Zöbing und Margarethe, seine Hausfrau.;Ruprecht Schadauer|Katharina Schadauer|Georgius Mair|Kaspar Kornpaur|Wolfgang Pallnperger|Margarethe Pallnperger;ruprecht_schadauer|katharina_schadauer|georgius_mair|kaspar_kornpaur|wolfgang_pallnperger|margarethe_pallnperger;nein;Vermögen und Finanzen|Wirtschaft;;StaAKr-0818
StaAKr-0819;1553 IV 17;1553_04_17;nein;1553;Passau|Absdorf;nein;1553 IV 17 Lehenbrief über den Absdorfer Zehent. Wolfgang, Bischof von Passau. Hansen, Ratsbürger zu Krems.;Bischof Wolfgang|Hansen;bischof_wolfgang|hansen_1553;nein;Religion|Vermögen und Finanzen|Wirtschaft;;StaAKr-0819
StaAKr-0820;1557 XII 26;1557_12_26;nein;1557;Garsten;nein;"1557 XII 26 Schreiben von Wolfgang, Abt vom Konvent ""Unser lieben Frauen Gotteshaus"" zu Garsten betreffend zwei Weingärten bei der Krems gelegen, einen Steinbruch und einen Garten.";Abt Wolfgang;abt_wolfgang;nein;Religion|Vermögen und Finanzen|Wirtschaft;;StaAKr-0820
StAK_15580819_906_reg;1558 VIII 19;1558_08_19;nein;1558;Wien;nein;1558 VIII 19, Wien Kaiser Ferdinand bestätigt der Stadt Krems verschiedene Privilegien;Ferdinand I.;ferdinand_i;nein;Politik|Rechtswesen;;StAK_15580819_906_reg
StaAKr-0878;1563 VIII 17;1563_08_17;nein;1563;Wien;nein;1563 VIII 17, Wien Wappenbrief des Michael Meier, verliehen von Kaiser Ferdinand.;Michael Meier|Ferdinand I.;michael_meier|ferdinand_i;nein;Bevölkerung und Bevölkerungsgruppen;;StaAKr-0878
StAK-Stein-2030;1565 II 1;1565_02_01;nein;1565;Stein;nein;Kaiser Maximilian II. bestätigt der Stadt Stein alle Privilegien, Rechte und Freiheiten, die der Stadt von den Landesfürsten verliehen wurden.;Maximilian II.;maximilian_ii;nein;Politik|Rechtswesen;;StAK-Stein-2030
StAK-Stein-2031;1565 XI 30;1565_11_30;nein;1565;Wien|Krems|Stein;nein;Laurenz Saurer und seine Hausfrau Ursula verkaufen ihr Haus in der Schauflergasse in Wien an Bürgermeister Richter und Rat von Krems und Stein.;Laurenz Saurer|Ursula Saurer;lorenz_saurer|ursula_saurer;nein;Vermögen und Finanzen;;StAK-Stein-2031
StaAKr-0879;1566 VII 29;1566_07_29;nein;1566;Krems;nein;1566 VII 29 Brief des Richters und Rates an Michael Rindsmaul betreff. die Lieferung der begehrten 8 Roß und 2 Wagen zu Kriegszwecken.;Michael Rindsmaul;michael_rindsmaul;nein;Politik|Verwaltung;;StaAKr-0879
StaAKr-0821;1567 VI 3;1567_06_03;nein;1567;Wien;nein;1567 VI 3 Patent Kaiser Maximilians II. gegen die Störer des Klampfnerhandwerkes.;Maximilian II.;maximilian_ii;nein;Rechtswesen|Wirtschaft;;StaAKr-0821
StaAKr-Hollenburg-0002;1568 III 17;1568_03_17;nein;1568;Hollenburg;nein;Ernst, Administrator des Stifts Freising, Pfalzgraf bei Rhein und Herzog in Ober- und Niederbayern, bestätigt (haben … bestätt und confirmirt, bestätten und confirmirn) Richter, Rat und Bürger des Markts sowie der anderen Dörfer, die zur Freisinger Herrschaft und Schloss Hollenburg gehören, auf deren Bitte das Banntaiding (Panthäding oder Rechtbu?ech), das der direkte Amtsvorgänger (?u?ngster vorfar) des Ausstellers, Fürstbischof Moritz (Moricz) neu bestätigt (confirmirt und bestätt) hat, da es den Untertanen zum Vorteil ist, jedoch unter dem Vorbehalt, dass der Aussteller oder seine Nachfolger die darin enthaltenen Rechtsinhalte (gesacz unnd Ordnu?ng) beschneiden, ausweiten, ändern oder ganz oder teilweise aufheben (ze mindern, ze mern, ze ändern, gar oder ains thails abczethu?en) und andere Bestimmungen nach Erfordernissen (gelegenhait ?eder zeit) aufsetzen können. Er gebietet (gebietten … und wellen) allen gegenwärtigen und künftigen Pflegern, Richtern und Amtleuten im Markt Hollenburg, dass die Empfänger im Gebrauch des Banntaidings geschützt werden und ohne Schaden bleiben.;Ernst|Moritz;ernst_von_bayern_1554|moritz_fuerstbischof_von_freising;nein;Rechtswesen|Verwaltung;;StaAKr-Hollenburg-0002
